,Verbs
2455,glass
2456,said
2457,said
2458,walked
2459,changed
2460,charged
2461,select
2462,took
2463,served
2464,arrived
2465,put
2466,loaded
2467,held
2468,allowed
2469,queued
2470,changed
2471,paid
2472,charged
2473,select
2474,boarding
2475,rude
2476,demanding
2477,selected
2478,put
2479,hold
2480,demanded
2481,taking
2482,going
2483,paid
2484,meant
2485,broke
2486,called
2487,told
2488,pay
2489,get
2490,rebooked
2491,saying
2492,sent
2493,made
2494,wait
2495,asked
2496,paid
2497,gave
2498,found
2499,paid
2500,continue
2501,telling
2502,made
2503,happened
2504,flown
2505,delayed
2506,connecting
2507,luggage
2508,arrived
2509,received
2510,checked
2511,crew
2512,connecting
2513,wochen
2514,airways
2515,rico
2516,letzten
2517,crew
2518,sitzen
2519,horrified
2520,crew
2521,receives
2522,exuded
2523,expressed
2524,narrow
2525,forced
2526,seat
2527,breathing
2528,revolting
2529,provide
2530,flew
2531,see
2532,slid
2533,purchased
2534,see
2535,couldnt
2536,reclined
2537,delayed
2538,wait
2539,cramped
2540,suit
2541,shame
2542,fly
2543,flying
2544,flying
2545,chose
2546,appreciated
2547,sleeping
2548,landing
2549,waiting
2550,helped
2551,move
2552,made
2553,arrived
2554,found
2555,make
2556,took
2557,arrived
2558,nassau
2559,delivered
2560,shipped
2561,staying
2562,stood
2563,go
2564,let
2565,supposed
2566,tobechecked
2567,done
2568,munich
2569,cancelled
2570,rebooked
2571,notified
2572,getting
2573,reinstated
2574,took
2575,calls
2576,needing
2577,find
2578,told
2579,tried
2580,calling
2581,reinstated
2582,get
2583,changed
2584,gone
2585,checkin
2586,help
2587,resolve
2588,ba
2589,left
2590,informed
2591,given
2592,telephoned
2593,wasted
2594,given
2595,incorrect
2596,need
2597,ba
2598,fly
2599,flew
2600,delayed
2601,missed
2602,arriving
2603,added
2604,met
2605,missed
2606,delayed
2607,find
2608,cancelled
2609,put
2610,delayed
2611,avoid
2612,get
2613,likes
2614,seems
2615,ba
2616,given
2617,fly
2618,based
2619,boarding
2620,took
2621,inspired
2622,aircraft
2623,padding
2624,given
2625,felt
2626,illfitting
2627,clean
2628,maintained
2629,kept
2630,dbvlgw
2631,queue
2632,warm
2633,offered
2634,take
2635,hold
2636,decided
2637,dash
2638,end
2639,cancelled
2640,took
2641,travelled
2642,taking
2643,evening
2644,including
2645,take
2646,boarded
2647,managed
2648,operating
2649,enabling
2650,take
2651,unpolished
2652,remember
2653,flying
2654,crew
2655,presented
2656,seemed
2657,given
2658,installing
2659,padding
2660,headrests
2661,landed
2662,given
2663,wed
2664,wed
2665,circling
2666,missed
2667,given
2668,deserve
2669,lowcost
2670,given
2671,giving
2672,give
2673,supposed
2674,lhrams
2675,email
2676,say
2677,cancelled
2678,said
2679,lhr
2680,working
2681,get
2682,cancelled
2683,go
2684,told
2685,confirmed
2686,overbooked
2687,moved
2688,cancelled
2689,happened
2690,took
2691,say
2692,landed
2693,shows
2694,cancelled
2695,check
2696,confirmed
2697,rebooked
2698,worse
2699,printed
2700,boarding
2701,rebooked
2702,automated
2703,avoid
2704,stop
2705,need
2706,go
2707,happen
2708,sits
2709,stand
2710,go
2711,waited
2712,bridge
2713,get
2714,flying
2715,travelled
2716,come
2717,used
2718,recline
2719,reclined
2720,using
2721,look
2722,offer
2723,trying
2724,fallen
2725,preferred
2726,pay
2727,fly
2728,’
2729,began
2730,flying
2731,went
2732,ignored
2733,connecting
2734,told
2735,booked
2736,told
2737,lost
2738,continue
2739,handed
2740,told
2741,ring
2742,told
2743,booked
2744,presents
2745,missed
2746,unfolding
2747,come
2748,known
2749,booked
2750,supposed
2751,departing
2752,happened
2753,turned
2754,cancelled
2755,boarding
2756,booked
2757,ended
2758,getting
2759,cancelled
2760,tried
2761,calling
2762,silver
2763,took
2764,speak
2765,help
2766,believe
2767,centres
2768,end
2769,talking
2770,following
2771,speaking
2772,received
2773,says
2774,’
2775,put
2776,connected
2777,booted
2778,proceeded
2779,going
2780,autobooked
2781,asking
2782,booked
2783,replacement
2784,following
2785,wasted
2786,refund
2787,move
2788,booking
2789,going
2790,came
2791,managed
2792,get
2793,arriving
2794,told
2795,rebooked
2796,cancelled
2797,email
2798,arrived
2799,tell
2800,cancelled
2801,happened
2802,said
2803,know
2804,explained
2805,rebook
2806,booked
2807,evening
2808,meant
2809,appears
2810,get
2811,asking
2812,get
2813,delivered
2814,dumping
2815,used
2816,clean
2817,seemed
2818,cut
2819,shocking
2820,lost
2821,empathysympathyunderstanding
2822,interacted
2823,lost
2824,took
2825,locate
2826,replied
2827,scheduled
2828,left
2829,arrived
2830,connecting
2831,gone
2832,missed
2833,provided
2834,emirates
2835,returned
2836,collected
2837,boarding
2838,leaving
2839,asked
2840,arrived
2841,informed
2842,gone
2843,emirates
2844,informed
2845,get
2846,issued
2847,phoning
2848,picking
2849,spoke
2850,informed
2851,suggested
2852,buy
2853,paid
2854,kuwait
2855,checked
2856,informed
2857,locate
2858,following
2859,baggage
2860,arrived
2861,completing
2862,lost
2863,arrived
2864,informed
2865,found
2866,incoming
2867,outgoing
2868,delayed
2869,routed
2870,announced
2871,pull
2872,crew
2873,showed
2874,took
2875,find
2876,done
2877,told
2878,trapped
2879,gate
2880,wasted
2881,excuse
2882,getting
2883,refused
2884,boarding
2885,allocated
2886,booked
2887,refused
2888,turned
2889,let
2890,plane
2891,selected
2892,turned
2893,selected
2894,knowing
2895,connecting
2896,sought
2897,told
2898,absolute
2899,acknowledge
2900,saying
2901,act
2902,behalf
2903,booked
2904,paid
2905,told
2906,received
2907,followed
2908,told
2909,go
2910,tell
2911,sent
2912,tell
2913,check
2914,send
2915,done
2916,frustrated
2917,go
2918,know
2919,delayed
2920,held
2921,waiting
2922,get
2923,taken
2924,explain
2925,cheap
2926,accept
2927,delivered
2928,appealing
2929,asked
2930,check
2931,know
2932,use
2933,flying
2934,paid
2935,ba
2936,changing
2937,put
2938,seating
2939,sitting
2940,want
2941,reseated
2942,sitting
2943,flown
2944,went
2945,realise
2946,searched
2947,offered
2948,milan
2949,received
2950,means
2951,advise
2952,cooling
2953,advised
2954,missed
2955,cooling
2956,issued
2957,needed
2958,cancelled
2959,going
2960,avoid
2961,flying
2962,driving
2963,received
2964,advising
2965,cancelled
2966,offered
2967,travel
2968,flying
2969,see
2970,tried
2971,provide
2972,given
2973,sending
2974,given
2975,email
2976,find
2977,travelling
2978,let
2979,upgrade
2980,happened
2981,fly
2982,allowed
2983,moviescds
2984,provide
2985,means
2986,offered
2987,take
2988,boarding
2989,organised
2990,left
2991,landing
2992,offered
2993,passed
2994,decorated
2995,dentist
2996,waiting
2997,joy
2998,’
2999,cancelled
3000,understanding
3001,lost
3002,got
3003,squashed
3004,husband
3005,stretch
3006,ask
3007,struggling
3008,came
3009,made
3010,told
3011,sent
3012,responded
3013,made
3014,nice
3015,looking
3016,boarding
3017,organised
3018,sitting
3019,a380
3020,drink
3021,waiting
3022,made
3023,offered
3024,landing
3025,waiting
3026,labelled
3027,boarding
3028,light
3029,salad
3030,cancelled
3031,affected
3032,planned
3033,favour
3034,paid
3035,delayed
3036,sells
3037,seems
3038,saw
3039,left
3040,insisted
3041,take
3042,moved
3043,realised
3044,closed
3045,put
3046,announced
3047,serve
3048,asking
3049,card
3050,working
3051,slow
3052,boarding
3053,booked
3054,seat
3055,crew
3056,smiled
3057,gave
3058,landed
3059,waited
3060,stand
3061,came
3062,seems
3063,believe
3064,flew
3065,got
3066,cancelled
3067,relates
3068,appalling
3069,setting
3070,looked
3071,saw
3072,cancelled
3073,called
3074,hold
3075,found
3076,speaking
3077,insisted
3078,made
3079,cancelled
3080,cancelled
3081,airport
3082,rebook
3083,refused
3084,let
3085,join
3086,gave
3087,told
3088,“
3089,go
3090,impaired
3091,appalling
3092,called
3093,gave
3094,centre
3095,picked
3096,kept
3097,waiting
3098,declared
3099,cancelled
3100,wrong
3101,said
3102,cancelled
3103,go
3104,heathrow
3105,rebook
3106,took
3107,rolled
3108,said
3109,returned
3110,joined
3111,told
3112,happened
3113,booked
3114,gave
3115,said
3116,add
3117,proved
3118,predepature
3119,refused
3120,use
3121,accept
3122,transferred
3123,announced
3124,ordered
3125,flying
3126,surprised
3127,operated
3128,doha
3129,stopped
3130,connecting
3131,crew
3132,ba
3133,content
3134,delays
3135,apologized
3136,feb
3137,cancelled
3138,rebooked
3139,cancelled
3140,rebooked
3141,supposed
3142,delayed
3143,incoming
3144,keep
3145,flew
3146,returned
3147,offered
3148,charged
3149,offered
3150,€126
3151,check
3152,pmi
3153,ensured
3154,dealt
3155,adequate
3156,crew
3157,priced
3158,enjoyed
3159,ipa
3160,flown
3161,flying
3162,flying
3163,booked
3164,holidays
3165,parking
3166,used
3167,got
3168,lost
3169,missed
3170,tried
3171,went
3172,get
3173,asked
3174,done
3175,booking
3176,didnt
3177,know
3178,gave
3179,told
3180,couldnt
3181,called
3182,asking
3183,call
3184,went
3185,explained
3186,told
3187,reach
3188,called
3189,started
3190,made
3191,went
3192,check
3193,managed
3194,get
3195,send
3196,got
3197,answered
3198,modified
3199,booking
3200,following
3201,maintained
3202,made
3203,make
3204,determined
3205,went
3206,crew
3207,crew
3208,club
3209,beginning
3210,reserved
3211,occupying
3212,made
3213,persuaded
3214,designated
3215,boarded
3216,offered
3217,asked
3218,said
3219,blamed
3220,crew
3221,began
3222,taking
3223,dinner
3224,gave
3225,asked
3226,smelled
3227,felt
3228,wondered
3229,related
3230,told
3231,served
3232,tasted
3233,served
3234,stated
3235,given
3236,dried
3237,chosen
3238,asked
3239,offered
3240,ran
3241,aires
3242,’
3243,weighed
3244,bed
3245,paying
3246,outlined
3247,lhr
3248,limited
3249,’
3250,used
3251,offer
3252,return
3253,cancelled
3254,replaced
3255,took
3256,arrived
3257,pay
3258,snug
3259,hitting
3260,deteriorated
3261,leading
3262,managed
3263,delayed
3264,arrived
3265,cold
3266,overcrowded
3267,boarding
3268,suites
3269,compared
3270,drink
3271,bland
3272,served
3273,crew
3274,breakfast
3275,sleep
3276,etc
3277,offered
3278,want
3279,seems
3280,got
3281,wanted
3282,bought
3283,looking
3284,changing
3285,happen
3286,surprised
3287,delayed
3288,offered
3289,get
3290,told
3291,use
3292,boarding
3293,begun
3294,see
3295,got
3296,got
3297,waiting
3298,cross
3299,told
3300,load
3301,offered
3302,given
3303,offered
3304,contained
3305,received
3306,seems
3307,amongst
3308,check
3309,requires
3310,covid
3311,start
3312,broken
3313,clicking
3314,error
3315,given
3316,tried
3317,means
3318,check
3319,tried
3320,using
3321,bot
3322,clicking
3323,thought
3324,donated
3325,born
3326,using
3327,booked
3328,go
3329,informed
3330,decided
3331,calling
3332,make
3333,took
3334,seemed
3335,presented
3336,struggled
3337,requesting
3338,tickets
3339,told
3340,need
3341,encouraged
3342,booking
3343,booking
3344,accepted
3345,asked
3346,like
3347,insisted
3348,need
3349,know
3350,informed
3351,£900
3352,comes
3353,leaving
3354,abandoned
3355,according
3356,entitled
3357,’
3358,buying
3359,allowed
3360,required
3361,landing
3362,overheated
3363,wait
3364,delayed
3365,taken
3366,check
3367,made
3368,acknowledging
3369,boarding
3370,damaged
3371,take
3372,run
3373,found
3374,booking
3375,thought
3376,use
3377,used
3378,travelled
3379,allowed
3380,said
3381,accommodating
3382,desk
3383,allsaying
3384,come
3385,booked
3386,made
3387,use
3388,find
3389,tacky
3390,looking
3391,get
3392,travelled
3393,using
3394,sounds
3395,expect
3396,snug
3397,told
3398,met
3399,flew
3400,received
3401,ba
3402,realise
3403,got
3404,lhr
3405,gave
3406,looked
3407,ruined
3408,used
3409,keep
3410,tired
3411,falling
3412,falling
3413,toilet
3414,stained
3415,hanging
3416,take
3417,offered
3418,chicken
3419,reminded
3420,mashed
3421,purified
3422,dried
3423,meal
3424,given
3425,meal
3426,bagel
3427,snack
3428,crammed
3429,landing
3430,enduring
3431,disappointing
3432,crew
3433,a380
3434,allows
3435,window
3436,looked
3437,reclined
3438,supposed
3439,cooked
3440,cubed
3441,taste
3442,ordered
3443,marked
3444,arrived
3445,asked
3446,told
3447,seems
3448,ended
3449,seemed
3450,gave
3451,delayed
3452,say
3453,tracking
3454,arrived
3455,offered
3456,asked
3457,said
3458,make
3459,required
3460,seats
3461,made
3462,cost
3463,lhrlax
3464,given
3465,seating
3466,leaving
3467,disastrous
3468,boarding
3469,vielhr
3470,boarding
3471,leading
3472,delayed
3473,boarding
3474,overcrowding
3475,boarding
3476,c
3477,allow
3478,roped
3479,boarding
3480,crowding
3481,believe
3482,designed
3483,built
3484,delivered
3485,appears
3486,broken
3487,urged
3488,required
3489,filled
3490,informed
3491,covid
3492,verified
3493,received
3494,urging
3495,directed
3496,attempting
3497,indicated
3498,remaining
3499,landing
3500,club
3501,carpeting
3502,clubs
3503,said
3504,heathrow
3505,redeeming
3506,say
3507,midflight
3508,taking
3509,beginning
3510,brought
3511,take
3512,prelanding
3513,disgusting
3514,beverages
3515,seemed
3516,requiring
3517,seating
3518,panned
3519,seating
3520,stated
3521,found
3522,followed
3523,recommended
3524,ridiculous
3525,pay
3526,saved
3527,crying
3528,know
3529,designed
3530,go
3531,climb
3532,legs
3533,sitting
3534,enclosed
3535,traveled
3536,least
3537,pen
3538,compared
3539,get
3540,’
3541,priced
3542,walk
3543,know
3544,offer
3545,stretching
3546,add
3547,work
3548,connected
3549,admit
3550,tend
3551,ride
3552,say
3553,got
3554,made
3555,grooming
3556,skirts
3557,waistcoat
3558,done
3559,think
3560,coming
3561,travelling
3562,paying
3563,pay
3564,antiquated
3565,seating
3566,reclining
3567,paid
3568,find
3569,explains
3570,deleted
3571,took
3572,resolve
3573,stand
3574,bussed
3575,took
3576,ruined
3577,£2000
3578,deleted
3579,upcoming
3580,queuing
3581,said
3582,cold
3583,served
3584,finished
3585,arrives
3586,cold
3587,used
3588,disappointing
3589,become
3590,frankfurt
3591,get
3592,melbourne
3593,told
3594,arrange
3595,transferred
3596,got
3597,left
3598,tracked
3599,sent
3600,happened
3601,service
3602,given
3603,flying
3604,booked
3605,dec
3606,informing
3607,called
3608,impact
3609,travel
3610,scared
3611,stranded
3612,offered
3613,called
3614,offer
3615,asked
3616,told
3617,booked
3618,told
3619,promised
3620,make
3621,happen
3622,told
3623,get
3624,processed
3625,emailed
3626,’
3627,cancelled
3628,suggested
3629,found
3630,lost
3631,cancelling
3632,representative
3633,claimed
3634,said
3635,asked
3636,worrying
3637,”
3638,made
3639,given
3640,kept
3641,asked
3642,misguided
3643,heard
3644,logged
3645,take
3646,found
3647,cancelled
3648,receive
3649,called
3650,asked
3651,offered
3652,rebooking
3653,offered
3654,supposed
3655,leave
3656,reach
3657,cancelled
3658,get
3659,refund
3660,wanted
3661,booked
3662,getting
3663,sold
3664,take
3665,asked
3666,lost
3667,ruined
3668,demanded
3669,want
3670,gave
3671,forth
3672,felt
3673,misguided
3674,misinformed
3675,feel
3676,taken
3677,cancel
3678,spent
3679,missed
3680,travelling
3681,cockpit
3682,started
3683,t5
3684,avoided
3685,evening
3686,wine
3687,called
3688,jostling
3689,get
3690,called
3691,bankrolling
3692,told
3693,dimmed
3694,detained
3695,handed
3696,please
3697,loaded
3698,guy
3699,got
3700,felt
3701,’
3702,substituted
3703,going
3704,get
3705,ended
3706,offered
3707,husband
3708,spent
3709,blinded
3710,left
3711,starving
3712,watch
3713,flying
3714,rest
3715,treat
3716,cancelled
3717,dec
3718,appalling
3719,cancelled
3720,take
3721,struggling
3722,driving
3723,get
3724,got
3725,became
3726,taken
3727,spared
3728,try
3729,ended
3730,booked
3731,downgraded
3732,checked
3733,cancelled
3734,closed
3735,help
3736,ba
3737,offered
3738,cancelled
3739,heathrow
3740,want
3741,announced
3742,got
3743,get
3744,€500
3745,flying
3746,used
3747,cancelled
3748,moved
3749,booked
3750,turned
3751,carnage
3752,trying
3753,manned
3754,stressed
3755,pushing
3756,shouting
3757,delayed
3758,according
3759,needing
3760,loaded
3761,wait
3762,received
3763,arrived
3764,suitcase
3765,filed
3766,gone
3767,missing
3768,’
3769,know
3770,reimbursed
3771,expect
3772,goes
3773,missing
3774,boarding
3775,called
3776,called
3777,surged
3778,numbered
3779,’
3780,treated
3781,moved
3782,coming
3783,approached
3784,pushed
3785,closed
3786,pushing
3787,went
3788,stood
3789,brought
3790,served
3791,came
3792,left
3793,cabin
3794,said
3795,given
3796,served
3797,got
3798,left
3799,asked
3800,serving
3801,said
3802,thought
3803,uncooked
3804,eat
3805,eat
3806,consisted
3807,–
3808,–
3809,walk
3810,shared
3811,flew
3812,organised
3813,boarding
3814,sparkling
3815,dedicated
3816,snacks
3817,crew
3818,looking
3819,missing
3820,’
3821,experienced
3822,arrived
3823,evening
3824,showed
3825,arrived
3826,took
3827,delivered
3828,caused
3829,freezing
3830,make
3831,filled
3832,attempted
3833,received
3834,saying
3835,reported
